user_id,group,converted,revenue,session_duration_sec,pages_viewed,clicks,device_type,traffic_source,date
usr_a_10066,A,0,0.00,163,2,13,Mobile,Email,2026-05-01
usr_a_10067,A,0,0.00,149,3,22,Desktop,Email,2026-05-01
usr_a_10068,A,0,0.00,162,4,18,Mobile,Paid,2026-05-01
usr_a_10069,A,1,0.00,194,3,10,Mobile,Organic,2026-05-01
usr_a_10070,A,0,0.00,155,5,14,Desktop,Paid,2026-05-01
usr_a_10071,A,1,0.00,173,2,22,Mobile,Organic,2026-05-01
usr_a_10072,A,1,0.00,181,5,19,Mobile,Organic,2026-05-01
usr_a_10073,A,1,0.00,157,4,14,Desktop,Paid,2026-05-01
usr_a_10074,A,0,0.00,161,4,15,Mobile,Paid,2026-05-01
usr_a_10075,A,1,0.00,168,4,16,Desktop,Organic,2026-05-01
usr_a_10076,A,1,0.00,169,2,13,Mobile,Email,2026-05-01
usr_a_10077,A,1,0.00,165,2,18,Mobile,Paid,2026-05-01
usr_a_10078,A,0,0.00,163,3,20,Mobile,Organic,2026-05-01
usr_a_10079,A,1,0.00,153,2,24,Mobile,Email,2026-05-01
usr_a_10080,A,0,0.00,163,5,14,Desktop,Paid,2026-05-01
usr_a_10081,A,0,0.00,146,6,15,Desktop,Paid,2026-05-01
usr_a_10082,A,1,0.00,165,6,11,Mobile,Paid,2026-05-01
usr_a_10083,A,0,0.00,148,5,10,Desktop,Paid,2026-05-01
usr_a_10084,A,0,0.00,190,3,14,Desktop,Organic,2026-05-01
usr_a_10085,A,0,0.00,138,5,19,Desktop,Paid,2026-05-01
usr_a_10086,A,0,0.00,185,4,23,Desktop,Organic,2026-05-01
usr_a_10087,A,0,0.00,186,3,11,Mobile,Organic,2026-05-01
usr_a_10088,A,1,0.00,175,3,22,Desktop,Organic,2026-05-01
usr_a_10089,A,0,0.00,167,6,17,Mobile,Organic,2026-05-01
usr_a_10090,A,0,0.00,184,4,13,Mobile,Organic,2026-05-01
usr_a_10091,A,0,0.00,161,3,19,Desktop,Organic,2026-05-01
usr_a_10092,A,1,0.00,161,5,12,Mobile,Organic,2026-05-01
usr_a_10093,A,1,0.00,154,2,11,Mobile,Paid,2026-05-01
usr_a_10094,A,1,0.00,157,5,16,Desktop,Email,2026-05-01
usr_a_10095,A,0,0.00,199,3,20,Mobile,Organic,2026-05-01
usr_a_10096,A,0,0.00,200,6,17,Desktop,Organic,2026-05-01
usr_a_10097,A,1,0.00,156,6,19,Desktop,Paid,2026-05-01
usr_a_10098,A,1,0.00,143,2,18,Desktop,Paid,2026-05-01
usr_a_10099,A,0,0.00,137,2,18,Desktop,Paid,2026-05-01
usr_a_10100,A,0,0.00,144,2,10,Mobile,Paid,2026-05-01
usr_a_10101,A,0,0.00,164,5,14,Desktop,Email,2026-05-01
usr_a_10102,A,0,0.00,203,4,16,Mobile,Organic,2026-05-01
usr_a_10103,A,1,0.00,161,2,12,Mobile,Paid,2026-05-01
usr_a_10104,A,0,0.00,154,2,19,Mobile,Paid,2026-05-01
usr_a_10105,A,1,0.00,179,4,24,Mobile,Organic,2026-05-01
usr_a_10106,A,0,0.00,168,6,11,Desktop,Paid,2026-05-01
usr_a_10107,A,1,0.00,167,3,12,Mobile,Organic,2026-05-01
usr_a_10108,A,0,0.00,159,6,11,Desktop,Paid,2026-05-01
usr_a_10109,A,0,0.00,155,2,18,Mobile,Paid,2026-05-01
usr_a_10110,A,0,0.00,203,5,17,Mobile,Organic,2026-05-01
usr_a_10111,A,0,0.00,145,6,13,Desktop,Email,2026-05-01
usr_a_10112,A,1,0.00,163,3,12,Mobile,Organic,2026-05-01
usr_a_10113,A,1,0.00,178,5,11,Mobile,Organic,2026-05-01
usr_a_10114,A,0,0.00,155,3,15,Desktop,Paid,2026-05-01
usr_a_10115,A,0,0.00,132,3,18,Mobile,Paid,2026-05-01
usr_a_10116,A,0,0.00,159,3,20,Mobile,Email,2026-05-01
usr_a_10117,A,0,0.00,158,4,12,Mobile,Paid,2026-05-01
usr_a_10118,A,0,0.00,161,4,18,Desktop,Email,2026-05-01
usr_a_10119,A,1,0.00,153,5,13,Mobile,Paid,2026-05-01
usr_a_10120,A,1,0.00,163,2,11,Desktop,Organic,2026-05-01
usr_a_10121,A,0,0.00,166,2,15,Mobile,Paid,2026-05-01
usr_a_10122,A,0,0.00,179,5,13,Mobile,Organic,2026-05-01
usr_a_10123,A,0,0.00,167,6,23,Mobile,Email,2026-05-01
usr_a_10124,A,0,0.00,137,4,18,Desktop,Paid,2026-05-01
usr_a_10125,A,1,0.00,168,5,23,Desktop,Email,2026-05-01
usr_a_10126,A,1,0.00,133,3,21,Desktop,Paid,2026-05-01
usr_a_10127,A,0,0.00,146,3,20,Mobile,Paid,2026-05-01
usr_a_10128,A,1,0.00,173,3,24,Desktop,Organic,2026-05-01
usr_a_10129,A,1,0.00,143,3,15,Mobile,Paid,2026-05-01
usr_a_10130,A,0,0.00,132,5,11,Desktop,Email,2026-05-01
usr_a_10131,A,1,0.00,164,2,16,Desktop,Email,2026-05-01
usr_a_10132,A,1,0.00,157,5,14,Desktop,Organic,2026-05-01
usr_a_10133,A,0,0.00,162,5,21,Desktop,Organic,2026-05-01
usr_a_10134,A,1,0.00,169,4,11,Desktop,Email,2026-05-01
usr_a_10135,A,1,0.00,167,2,24,Mobile,Paid,2026-05-01
usr_a_10136,A,1,0.00,132,2,23,Desktop,Paid,2026-05-01
usr_a_10137,A,0,0.00,182,6,22,Mobile,Organic,2026-05-01
usr_a_10138,A,0,0.00,156,5,12,Mobile,Organic,2026-05-01
usr_a_10139,A,1,0.00,144,3,11,Desktop,Paid,2026-05-01
usr_a_10140,A,0,0.00,185,6,14,Desktop,Organic,2026-05-01
usr_a_10141,A,0,0.00,165,6,17,Mobile,Paid,2026-05-01
usr_a_10142,A,1,0.00,141,3,12,Desktop,Email,2026-05-01
usr_a_10143,A,0,0.00,174,5,22,Desktop,Organic,2026-05-01
usr_a_10144,A,1,0.00,151,6,23,Mobile,Paid,2026-05-01
usr_a_10145,A,0,0.00,148,6,17,Desktop,Email,2026-05-01
usr_a_10146,A,1,0.00,149,4,12,Mobile,Paid,2026-05-01
usr_a_10147,A,0,0.00,157,6,18,Mobile,Organic,2026-05-01
usr_a_10148,A,0,0.00,136,3,24,Desktop,Email,2026-05-01
usr_a_10149,A,0,0.00,174,3,16,Mobile,Organic,2026-05-01
usr_a_10150,A,0,0.00,159,5,15,Desktop,Email,2026-05-01
usr_a_10151,A,0,0.00,169,6,24,Mobile,Paid,2026-05-01
usr_a_10152,A,0,0.00,155,6,19,Mobile,Paid,2026-05-01
usr_a_10153,A,1,0.00,139,4,19,Mobile,Paid,2026-05-01
usr_a_10154,A,0,0.00,182,2,23,Desktop,Organic,2026-05-01
usr_a_10155,A,1,0.00,152,6,14,Desktop,Email,2026-05-01
usr_a_10156,A,1,0.00,202,4,23,Mobile,Organic,2026-05-01
usr_a_10157,A,0,0.00,144,3,12,Desktop,Paid,2026-05-01
usr_a_10158,A,0,0.00,157,3,17,Desktop,Email,2026-05-01
usr_a_10159,A,0,0.00,140,6,12,Mobile,Paid,2026-05-01
usr_a_10160,A,0,0.00,151,5,11,Mobile,Email,2026-05-01
usr_a_10161,A,1,0.00,191,3,14,Desktop,Organic,2026-05-01
usr_a_10162,A,0,0.00,148,4,11,Mobile,Paid,2026-05-01
usr_a_10163,A,0,0.00,166,2,19,Desktop,Organic,2026-05-01
usr_a_10164,A,1,0.00,200,2,23,Desktop,Organic,2026-05-01
usr_a_10165,A,0,0.00,165,2,24,Mobile,Paid,2026-05-01
usr_a_10166,A,0,0.00,157,5,11,Desktop,Paid,2026-05-01
usr_a_10167,A,1,0.00,155,6,19,Mobile,Paid,2026-05-01
usr_a_10168,A,0,0.00,186,3,21,Mobile,Organic,2026-05-01
usr_a_10169,A,0,0.00,157,4,17,Mobile,Paid,2026-05-01
usr_a_10170,A,1,0.00,188,5,13,Desktop,Organic,2026-05-01
usr_a_10171,A,0,0.00,140,4,24,Mobile,Paid,2026-05-01
usr_a_10172,A,1,0.00,188,4,18,Mobile,Organic,2026-05-01
usr_a_10173,A,0,0.00,173,5,19,Mobile,Organic,2026-05-01
usr_a_10174,A,1,0.00,144,5,24,Desktop,Email,2026-05-01
usr_a_10175,A,1,0.00,159,2,13,Desktop,Email,2026-05-01
usr_a_10176,A,0,0.00,166,3,23,Mobile,Paid,2026-05-01
usr_a_10177,A,1,0.00,158,2,12,Mobile,Organic,2026-05-01
usr_a_10178,A,1,0.00,163,6,23,Desktop,Email,2026-05-01
usr_a_10179,A,0,0.00,167,4,23,Mobile,Paid,2026-05-01
usr_a_10180,A,0,0.00,141,5,22,Mobile,Paid,2026-05-01
usr_a_10181,A,1,0.00,160,6,23,Desktop,Paid,2026-05-01
usr_a_10182,A,1,0.00,164,2,22,Desktop,Paid,2026-05-01
usr_a_10183,A,1,0.00,166,5,19,Desktop,Organic,2026-05-01
usr_a_10184,A,1,0.00,147,4,18,Desktop,Email,2026-05-01
usr_a_10185,A,0,0.00,166,6,21,Desktop,Paid,2026-05-01
usr_a_10186,A,1,0.00,146,5,10,Mobile,Paid,2026-05-01
usr_a_10187,A,0,0.00,170,5,21,Mobile,Organic,2026-05-01
usr_a_10188,A,0,0.00,150,4,21,Mobile,Email,2026-05-01
usr_a_10189,A,0,0.00,169,4,14,Desktop,Organic,2026-05-01
usr_a_10190,A,1,0.00,187,5,23,Desktop,Organic,2026-05-01
usr_a_10191,A,0,0.00,191,6,12,Mobile,Organic,2026-05-01
usr_a_10192,A,1,0.00,170,4,13,Desktop,Organic,2026-05-01
usr_a_10193,A,1,0.00,144,4,10,Desktop,Email,2026-05-01
usr_a_10194,A,1,0.00,192,4,11,Mobile,Organic,2026-05-01
usr_a_10195,A,1,0.00,192,3,24,Desktop,Organic,2026-05-01
usr_a_10196,A,0,0.00,167,6,14,Desktop,Email,2026-05-01
usr_a_10197,A,1,0.00,146,6,21,Mobile,Email,2026-05-01
usr_a_10198,A,1,0.00,162,2,10,Desktop,Paid,2026-05-01
usr_a_10199,A,1,0.00,153,3,23,Mobile,Paid,2026-05-01
usr_a_10200,A,0,0.00,157,6,16,Mobile,Paid,2026-05-01
usr_a_10201,A,1,0.00,161,4,17,Mobile,Organic,2026-05-01
usr_a_10202,A,0,0.00,150,2,21,Desktop,Paid,2026-05-01
usr_a_10203,A,1,0.00,140,3,20,Desktop,Paid,2026-05-01
usr_a_10204,A,0,0.00,191,3,11,Mobile,Organic,2026-05-01
usr_a_10205,A,0,0.00,132,4,24,Mobile,Email,2026-05-01
usr_a_10206,A,0,0.00,180,2,14,Mobile,Organic,2026-05-01
usr_a_10207,A,0,0.00,155,4,19,Mobile,Paid,2026-05-01
usr_a_10208,A,0,0.00,174,3,15,Desktop,Organic,2026-05-01
usr_a_10209,A,1,0.00,130,5,20,Desktop,Paid,2026-05-01
usr_a_10210,A,1,0.00,152,6,16,Mobile,Paid,2026-05-01
usr_a_10211,A,1,0.00,133,2,23,Mobile,Paid,2026-05-01
usr_a_10212,A,0,0.00,151,2,17,Mobile,Paid,2026-05-01
usr_a_10213,A,1,0.00,188,4,23,Desktop,Organic,2026-05-01
usr_a_10214,A,1,0.00,153,2,19,Mobile,Email,2026-05-01
usr_a_10215,A,0,0.00,151,3,11,Desktop,Email,2026-05-01
usr_a_10216,A,0,0.00,141,5,20,Desktop,Paid,2026-05-01
usr_a_10217,A,1,0.00,159,2,14,Desktop,Paid,2026-05-01
usr_a_10218,A,1,0.00,168,5,12,Desktop,Paid,2026-05-01
usr_a_10219,A,1,0.00,159,4,12,Desktop,Email,2026-05-01
usr_a_10220,A,1,0.00,156,4,11,Mobile,Email,2026-05-01
usr_a_10221,A,0,0.00,167,2,11,Desktop,Organic,2026-05-01
usr_a_10222,A,0,0.00,190,5,14,Mobile,Organic,2026-05-01
usr_a_10223,A,0,0.00,170,6,19,Mobile,Organic,2026-05-01
usr_a_10224,A,0,0.00,160,5,18,Mobile,Organic,2026-05-01
usr_a_10225,A,1,0.00,134,5,20,Mobile,Paid,2026-05-01
usr_a_10226,A,0,0.00,164,6,23,Mobile,Organic,2026-05-01
usr_a_10227,A,0,0.00,191,4,24,Mobile,Organic,2026-05-01
usr_a_10228,A,1,0.00,170,4,13,Mobile,Organic,2026-05-01
usr_a_10229,A,1,0.00,133,6,23,Desktop,Paid,2026-05-01
usr_a_10230,A,1,0.00,160,3,19,Desktop,Organic,2026-05-01
usr_a_10231,A,1,0.00,132,2,23,Mobile,Paid,2026-05-01
usr_a_10232,A,0,0.00,135,4,10,Mobile,Paid,2026-05-01
usr_a_10233,A,1,0.00,186,6,17,Desktop,Organic,2026-05-01
usr_a_10234,A,0,0.00,140,6,24,Desktop,Email,2026-05-01
usr_a_10235,A,1,0.00,167,6,21,Mobile,Organic,2026-05-01
usr_a_10236,A,0,0.00,156,6,19,Mobile,Organic,2026-05-01
usr_a_10237,A,1,0.00,156,2,12,Mobile,Email,2026-05-01
usr_a_10238,A,0,0.00,181,3,13,Mobile,Organic,2026-05-01
usr_a_10239,A,0,0.00,180,2,21,Mobile,Organic,2026-05-01
usr_a_10240,A,1,0.00,181,3,17,Mobile,Organic,2026-05-01
usr_a_10241,A,1,0.00,162,4,13,Mobile,Organic,2026-05-01
usr_a_10242,A,0,0.00,161,2,10,Mobile,Organic,2026-05-01
usr_a_10243,A,0,0.00,137,5,24,Mobile,Email,2026-05-01
usr_a_10244,A,1,0.00,163,3,11,Desktop,Email,2026-05-01
usr_a_10245,A,1,0.00,197,3,24,Mobile,Organic,2026-05-01
usr_a_10246,A,0,0.00,194,5,15,Mobile,Organic,2026-05-01
usr_a_10247,A,0,0.00,165,4,17,Mobile,Email,2026-05-01
usr_a_10248,A,1,0.00,194,5,24,Desktop,Organic,2026-05-01
usr_a_10249,A,0,0.00,198,4,24,Desktop,Organic,2026-05-01
usr_a_10250,A,0,0.00,174,6,21,Desktop,Organic,2026-05-01
usr_a_10251,A,1,0.00,156,2,10,Desktop,Organic,2026-05-01
usr_a_10252,A,0,0.00,133,6,17,Mobile,Paid,2026-05-01
usr_a_10253,A,0,0.00,139,6,19,Desktop,Paid,2026-05-01
usr_a_10254,A,0,0.00,148,2,21,Desktop,Email,2026-05-01
usr_a_10255,A,1,0.00,153,6,11,Desktop,Paid,2026-05-01
usr_a_10256,A,0,0.00,133,5,18,Mobile,Paid,2026-05-01
usr_a_10257,A,1,0.00,152,2,24,Desktop,Email,2026-05-01
usr_a_10258,A,1,0.00,199,3,22,Desktop,Organic,2026-05-01
usr_a_10259,A,0,0.00,196,4,17,Mobile,Organic,2026-05-01
usr_a_10260,A,0,0.00,134,3,12,Mobile,Paid,2026-05-01
usr_a_10261,A,0,0.00,154,5,15,Mobile,Paid,2026-05-01
usr_a_10262,A,0,0.00,170,2,10,Mobile,Organic,2026-05-01
usr_a_10263,A,0,0.00,169,5,20,Mobile,Organic,2026-05-01
usr_a_10264,A,0,0.00,167,3,14,Mobile,Paid,2026-05-01
usr_a_10265,A,1,0.00,197,2,13,Mobile,Organic,2026-05-01
usr_a_10266,A,1,0.00,144,2,13,Desktop,Email,2026-05-01
usr_a_10267,A,0,0.00,166,5,12,Desktop,Organic,2026-05-01
usr_a_10268,A,0,0.00,140,5,10,Desktop,Paid,2026-05-01
usr_a_10269,A,1,0.00,144,6,13,Mobile,Email,2026-05-01
usr_a_10270,A,0,0.00,158,2,13,Mobile,Email,2026-05-01
usr_a_10271,A,1,0.00,169,6,14,Desktop,Email,2026-05-01
usr_a_10272,A,1,0.00,188,4,11,Mobile,Organic,2026-05-01
usr_a_10273,A,0,0.00,133,5,17,Mobile,Email,2026-05-01
usr_a_10274,A,0,0.00,202,3,24,Desktop,Organic,2026-05-01
usr_a_10275,A,0,0.00,172,2,17,Mobile,Organic,2026-05-01
usr_a_10276,A,0,0.00,199,4,23,Mobile,Organic,2026-05-01
usr_a_10277,A,0,0.00,169,2,22,Mobile,Email,2026-05-01
usr_a_10278,A,0,0.00,166,4,14,Mobile,Paid,2026-05-01
usr_a_10279,A,0,0.00,162,4,12,Mobile,Organic,2026-05-01
usr_a_10280,A,0,0.00,139,4,14,Desktop,Paid,2026-05-01
usr_a_10281,A,0,0.00,199,3,24,Desktop,Organic,2026-05-01
usr_a_10282,A,0,0.00,173,2,21,Mobile,Organic,2026-05-01
usr_a_10283,A,1,0.00,160,3,20,Desktop,Paid,2026-05-01
usr_a_10284,A,1,0.00,142,5,21,Desktop,Paid,2026-05-01
usr_a_10285,A,0,0.00,168,5,23,Desktop,Paid,2026-05-01
usr_a_10286,A,1,0.00,138,2,15,Mobile,Email,2026-05-01
usr_a_10287,A,1,0.00,145,4,14,Mobile,Email,2026-05-01
usr_a_10288,A,0,0.00,166,6,24,Mobile,Organic,2026-05-01
usr_a_10289,A,1,0.00,157,4,19,Desktop,Paid,2026-05-01
usr_a_10290,A,0,0.00,192,3,10,Desktop,Organic,2026-05-01
usr_a_10291,A,0,0.00,158,3,20,Desktop,Organic,2026-05-01
usr_a_10292,A,1,0.00,156,5,15,Desktop,Organic,2026-05-01
usr_a_10293,A,1,0.00,153,3,11,Mobile,Email,2026-05-01
usr_a_10294,A,0,0.00,158,3,17,Mobile,Organic,2026-05-01
usr_a_10295,A,0,0.00,149,4,19,Mobile,Email,2026-05-01
usr_a_10296,A,0,0.00,182,2,19,Mobile,Organic,2026-05-01
usr_a_10297,A,1,0.00,184,6,13,Desktop,Organic,2026-05-01
usr_a_10298,A,0,0.00,139,5,16,Desktop,Paid,2026-05-01
usr_a_10299,A,1,0.00,179,3,21,Mobile,Organic,2026-05-01
usr_a_10300,A,0,0.00,157,2,12,Mobile,Paid,2026-05-01
usr_a_10301,A,0,0.00,130,3,14,Mobile,Email,2026-05-01
usr_a_10302,A,1,0.00,161,3,18,Desktop,Paid,2026-05-01
usr_a_10303,A,0,0.00,168,2,21,Mobile,Organic,2026-05-01
usr_a_10304,A,0,0.00,167,4,14,Mobile,Organic,2026-05-01
usr_a_10305,A,0,0.00,188,6,24,Desktop,Organic,2026-05-01
usr_a_10306,A,1,0.00,142,6,14,Mobile,Paid,2026-05-01
usr_a_10307,A,1,0.00,181,6,10,Desktop,Organic,2026-05-01
usr_a_10308,A,0,0.00,203,2,13,Mobile,Organic,2026-05-01
usr_a_10309,A,0,0.00,141,2,24,Desktop,Paid,2026-05-01
usr_a_10310,A,0,0.00,149,2,14,Desktop,Paid,2026-05-01
usr_a_10311,A,1,0.00,146,3,24,Desktop,Paid,2026-05-01
usr_a_10312,A,0,0.00,167,2,24,Mobile,Email,2026-05-01
usr_a_10313,A,0,0.00,152,2,13,Mobile,Email,2026-05-01
usr_a_10314,A,1,0.00,133,5,16,Mobile,Paid,2026-05-01
usr_a_10315,A,0,0.00,136,2,13,Desktop,Email,2026-05-01
usr_a_10316,A,0,0.00,182,4,20,Desktop,Organic,2026-05-01
usr_a_10317,A,0,0.00,148,2,13,Mobile,Email,2026-05-01
usr_a_10318,A,1,0.00,160,4,23,Desktop,Email,2026-05-01
usr_a_10319,A,0,0.00,158,6,19,Desktop,Email,2026-05-01
usr_a_10320,A,0,0.00,173,6,10,Desktop,Organic,2026-05-01
usr_a_10321,A,0,0.00,141,2,19,Desktop,Paid,2026-05-01
usr_a_10322,A,0,0.00,182,4,13,Desktop,Organic,2026-05-01
usr_a_10323,A,1,0.00,184,5,15,Mobile,Organic,2026-05-01
usr_a_10324,A,0,0.00,134,4,14,Mobile,Paid,2026-05-01
usr_a_10325,A,0,0.00,130,3,15,Desktop,Email,2026-05-01
usr_a_10326,A,0,0.00,153,5,22,Desktop,Paid,2026-05-01
usr_a_10327,A,0,0.00,137,3,14,Mobile,Paid,2026-05-01
usr_a_10328,A,1,0.00,160,6,16,Mobile,Email,2026-05-01
usr_a_10329,A,0,0.00,160,4,17,Mobile,Organic,2026-05-01
usr_a_10330,A,1,0.00,192,2,19,Mobile,Organic,2026-05-01
usr_a_10331,A,1,0.00,170,6,24,Desktop,Organic,2026-05-01
usr_a_10332,A,0,0.00,199,3,16,Mobile,Organic,2026-05-01
usr_a_10333,A,0,0.00,134,4,18,Mobile,Email,2026-05-01
usr_a_10334,A,0,0.00,188,6,14,Desktop,Organic,2026-05-01
usr_a_10335,A,0,0.00,193,3,19,Mobile,Organic,2026-05-01
usr_a_10336,A,1,0.00,163,6,23,Desktop,Email,2026-05-01
usr_a_10337,A,0,0.00,202,3,15,Desktop,Organic,2026-05-01
usr_a_10338,A,0,0.00,187,2,17,Desktop,Organic,2026-05-01
usr_a_10339,A,0,0.00,188,5,15,Mobile,Organic,2026-05-01
usr_a_10340,A,1,0.00,192,4,10,Desktop,Organic,2026-05-01
usr_a_10341,A,0,0.00,131,3,11,Mobile,Email,2026-05-01
usr_a_10342,A,0,0.00,166,5,23,Mobile,Email,2026-05-01
usr_a_10343,A,1,0.00,172,2,14,Desktop,Organic,2026-05-01
usr_a_10344,A,0,0.00,184,3,15,Mobile,Organic,2026-05-01
usr_a_10345,A,0,0.00,168,2,18,Mobile,Organic,2026-05-01
usr_a_10346,A,0,0.00,148,4,17,Mobile,Email,2026-05-01
usr_a_10347,A,0,0.00,156,4,21,Desktop,Organic,2026-05-01
usr_a_10348,A,0,0.00,164,5,20,Desktop,Organic,2026-05-01
usr_a_10349,A,0,0.00,161,6,23,Mobile,Email,2026-05-01
usr_a_10350,A,0,0.00,145,5,10,Mobile,Email,2026-05-01
usr_a_10351,A,0,0.00,162,4,20,Mobile,Organic,2026-05-01
usr_a_10352,A,1,0.00,174,3,15,Mobile,Organic,2026-05-01
usr_a_10353,A,0,0.00,153,5,21,Mobile,Paid,2026-05-01
usr_a_10354,A,0,0.00,160,4,11,Desktop,Paid,2026-05-01
usr_a_10355,A,0,0.00,169,6,12,Desktop,Organic,2026-05-01
usr_a_10356,A,0,0.00,182,6,12,Mobile,Organic,2026-05-01
usr_a_10357,A,0,0.00,135,4,20,Desktop,Paid,2026-05-01
usr_a_10358,A,0,0.00,146,5,20,Desktop,Email,2026-05-01
usr_a_10359,A,1,0.00,157,4,19,Mobile,Paid,2026-05-01
usr_a_10360,A,1,0.00,164,6,23,Mobile,Paid,2026-05-01
usr_a_10361,A,0,0.00,199,6,21,Desktop,Organic,2026-05-01
usr_a_10362,A,0,0.00,141,3,10,Mobile,Paid,2026-05-01
usr_a_10363,A,1,0.00,144,6,23,Desktop,Email,2026-05-01
usr_a_10364,A,1,0.00,188,5,17,Desktop,Organic,2026-05-01
usr_a_10365,A,1,0.00,134,5,15,Desktop,Paid,2026-05-01
usr_a_10366,A,0,0.00,141,3,21,Mobile,Email,2026-05-01
usr_a_10367,A,0,0.00,168,2,23,Desktop,Organic,2026-05-01
