user_id,group,converted,revenue,session_duration_sec,pages_viewed,clicks,device_type,traffic_source,date
usr_a_10084,A,0,0.00,95,7,15,Mobile,Paid,2026-05-01
usr_a_10085,A,1,46.81,102,6,17,Mobile,Paid,2026-05-01
usr_a_10086,A,0,0.00,97,8,14,Mobile,Email,2026-05-01
usr_a_10087,A,0,0.00,98,6,34,Desktop,Organic,2026-05-01
usr_a_10088,A,0,0.00,107,7,29,Mobile,Email,2026-05-01
usr_a_10089,A,0,0.00,117,6,20,Mobile,Organic,2026-05-01
usr_a_10090,A,0,0.00,90,8,28,Mobile,Paid,2026-05-01
usr_a_10091,A,0,0.00,101,5,29,Mobile,Paid,2026-05-01
usr_a_10092,A,0,0.00,96,7,27,Mobile,Email,2026-05-01
usr_a_10093,A,0,0.00,102,6,18,Mobile,Organic,2026-05-01
usr_a_10094,A,0,0.00,91,7,25,Mobile,Paid,2026-05-01
usr_a_10095,A,0,0.00,118,5,30,Mobile,Organic,2026-05-01
usr_a_10096,A,0,0.00,96,5,30,Mobile,Email,2026-05-01
usr_a_10097,A,0,0.00,94,7,14,Desktop,Email,2026-05-01
usr_a_10098,A,0,0.00,90,6,34,Mobile,Organic,2026-05-01
usr_a_10099,A,0,0.00,97,3,14,Mobile,Paid,2026-05-01
usr_a_10100,A,0,0.00,93,7,32,Mobile,Email,2026-05-01
usr_a_10101,A,0,0.00,96,8,35,Desktop,Organic,2026-05-01
usr_a_10102,A,0,0.00,93,6,18,Mobile,Paid,2026-05-01
usr_a_10103,A,0,0.00,91,4,31,Mobile,Email,2026-05-01
usr_a_10104,A,0,0.00,108,3,33,Desktop,Email,2026-05-01
usr_a_10105,A,0,0.00,91,4,27,Mobile,Paid,2026-05-01
usr_a_10106,A,0,0.00,102,5,25,Mobile,Email,2026-05-01
usr_a_10107,A,0,0.00,108,8,34,Mobile,Paid,2026-05-01
usr_a_10108,A,0,0.00,107,4,22,Desktop,Organic,2026-05-01
usr_a_10109,A,1,41.03,103,4,27,Mobile,Organic,2026-05-01
usr_a_10110,A,0,0.00,112,5,24,Mobile,Organic,2026-05-01
usr_a_10111,A,0,0.00,111,4,26,Mobile,Email,2026-05-01
usr_a_10112,A,0,0.00,110,6,33,Mobile,Paid,2026-05-01
usr_a_10113,A,0,0.00,112,8,16,Mobile,Organic,2026-05-01
usr_a_10114,A,1,39.38,107,4,27,Mobile,Organic,2026-05-01
usr_a_10115,A,0,0.00,104,3,16,Mobile,Paid,2026-05-01
usr_a_10116,A,0,0.00,102,3,31,Mobile,Organic,2026-05-01
usr_a_10117,A,0,0.00,97,8,32,Mobile,Organic,2026-05-01
usr_a_10118,A,0,0.00,116,4,15,Mobile,Email,2026-05-01
usr_a_10119,A,0,0.00,116,7,33,Mobile,Paid,2026-05-01
usr_a_10120,A,1,54.11,92,3,25,Mobile,Organic,2026-05-01
usr_a_10121,A,0,0.00,107,4,35,Desktop,Organic,2026-05-01
usr_a_10122,A,0,0.00,110,8,22,Mobile,Paid,2026-05-01
usr_a_10123,A,1,33.29,104,6,30,Mobile,Organic,2026-05-01
usr_a_10124,A,0,0.00,90,7,30,Desktop,Email,2026-05-01
usr_a_10125,A,0,0.00,97,5,28,Mobile,Organic,2026-05-01
usr_a_10126,A,0,0.00,112,4,13,Mobile,Organic,2026-05-01
usr_a_10127,A,0,0.00,91,5,35,Mobile,Email,2026-05-01
usr_a_10128,A,0,0.00,105,4,19,Mobile,Organic,2026-05-01
usr_a_10129,A,0,0.00,109,5,28,Mobile,Paid,2026-05-01
usr_a_10130,A,0,0.00,101,5,21,Desktop,Organic,2026-05-01
usr_a_10131,A,0,0.00,90,6,30,Desktop,Paid,2026-05-01
usr_a_10132,A,0,0.00,106,8,23,Mobile,Paid,2026-05-01
usr_a_10133,A,1,32.80,92,8,12,Mobile,Paid,2026-05-01
usr_a_10134,A,0,0.00,106,3,24,Mobile,Organic,2026-05-01
usr_a_10135,A,0,0.00,110,5,35,Mobile,Organic,2026-05-01
usr_a_10136,A,1,47.71,92,6,32,Mobile,Email,2026-05-01
usr_a_10137,A,0,0.00,97,3,28,Mobile,Paid,2026-05-01
usr_a_10138,A,0,0.00,98,7,29,Mobile,Organic,2026-05-01
usr_a_10139,A,1,52.37,90,4,34,Desktop,Paid,2026-05-01
usr_a_10140,A,0,0.00,118,6,16,Desktop,Organic,2026-05-01
usr_a_10141,A,0,0.00,111,5,16,Mobile,Email,2026-05-01
usr_a_10142,A,0,0.00,109,6,14,Mobile,Email,2026-05-01
usr_a_10143,A,0,0.00,97,3,14,Desktop,Organic,2026-05-01
usr_a_10144,A,0,0.00,111,7,20,Mobile,Organic,2026-05-01
usr_a_10145,A,0,0.00,99,8,28,Mobile,Organic,2026-05-01
usr_a_10146,A,0,0.00,92,6,26,Mobile,Organic,2026-05-01
usr_a_10147,A,0,0.00,93,7,29,Mobile,Paid,2026-05-01
usr_a_10148,A,0,0.00,95,8,34,Mobile,Organic,2026-05-01
usr_a_10149,A,0,0.00,112,5,35,Mobile,Organic,2026-05-01
usr_a_10150,A,0,0.00,99,5,17,Mobile,Organic,2026-05-01
usr_a_10151,A,1,32.35,115,8,29,Desktop,Paid,2026-05-01
usr_a_10152,A,1,38.87,108,5,25,Mobile,Organic,2026-05-01
usr_a_10153,A,1,33.44,117,3,33,Mobile,Organic,2026-05-01
usr_a_10154,A,0,0.00,90,7,19,Mobile,Paid,2026-05-01
usr_a_10155,A,0,0.00,118,8,30,Mobile,Email,2026-05-01
usr_a_10156,A,0,0.00,118,4,17,Desktop,Organic,2026-05-01
usr_a_10157,A,0,0.00,113,4,21,Mobile,Organic,2026-05-01
usr_a_10158,A,0,0.00,109,3,26,Mobile,Organic,2026-05-01
usr_a_10159,A,0,0.00,92,4,17,Desktop,Organic,2026-05-01
usr_a_10160,A,0,0.00,96,5,20,Mobile,Paid,2026-05-01
usr_a_10161,A,0,0.00,90,5,17,Mobile,Paid,2026-05-01
usr_a_10162,A,0,0.00,102,5,18,Mobile,Organic,2026-05-01
usr_a_10163,A,0,0.00,102,6,14,Mobile,Paid,2026-05-01
usr_a_10164,A,0,0.00,103,7,24,Mobile,Organic,2026-05-01
usr_a_10165,A,0,0.00,107,8,21,Mobile,Email,2026-05-01
usr_a_10166,A,1,43.20,102,3,33,Desktop,Organic,2026-05-01
usr_a_10167,A,1,46.74,114,7,21,Mobile,Paid,2026-05-01
usr_a_10168,A,0,0.00,116,5,23,Mobile,Email,2026-05-01
usr_a_10169,A,1,54.45,111,8,27,Mobile,Organic,2026-05-01
usr_a_10170,A,0,0.00,118,7,18,Mobile,Email,2026-05-01
usr_a_10171,A,0,0.00,112,8,18,Mobile,Organic,2026-05-01
usr_a_10172,A,1,30.71,103,7,21,Mobile,Organic,2026-05-01
usr_a_10173,A,0,0.00,104,8,23,Mobile,Organic,2026-05-01
usr_a_10174,A,0,0.00,109,8,29,Mobile,Paid,2026-05-01
usr_a_10175,A,0,0.00,113,7,24,Desktop,Paid,2026-05-01
usr_a_10176,A,0,0.00,119,3,15,Mobile,Organic,2026-05-01
usr_a_10177,A,0,0.00,92,7,25,Mobile,Organic,2026-05-01
usr_a_10178,A,1,46.83,90,8,27,Mobile,Email,2026-05-01
usr_a_10179,A,0,0.00,96,7,17,Mobile,Organic,2026-05-01
usr_a_10180,A,0,0.00,104,3,29,Mobile,Email,2026-05-01
usr_a_10181,A,0,0.00,94,4,24,Mobile,Paid,2026-05-01
usr_a_10182,A,0,0.00,100,3,19,Mobile,Paid,2026-05-01
usr_a_10183,A,1,30.25,100,5,26,Mobile,Organic,2026-05-01
usr_a_10184,A,0,0.00,111,4,23,Mobile,Email,2026-05-01
usr_a_10185,A,0,0.00,99,4,15,Desktop,Organic,2026-05-01
usr_a_10186,A,0,0.00,109,6,35,Desktop,Organic,2026-05-01
usr_a_10187,A,1,36.52,110,5,28,Mobile,Organic,2026-05-01
usr_a_10188,A,0,0.00,107,5,32,Mobile,Paid,2026-05-01
usr_a_10189,A,1,57.05,110,4,21,Mobile,Paid,2026-05-01
usr_a_10190,A,0,0.00,112,7,32,Desktop,Organic,2026-05-01
usr_a_10191,A,0,0.00,116,7,33,Mobile,Organic,2026-05-01
usr_a_10192,A,0,0.00,96,3,16,Mobile,Email,2026-05-01
usr_a_10193,A,0,0.00,114,8,31,Mobile,Paid,2026-05-01
usr_a_10194,A,0,0.00,94,5,36,Mobile,Paid,2026-05-01
usr_a_10195,A,0,0.00,119,5,15,Mobile,Paid,2026-05-01
usr_a_10196,A,0,0.00,107,8,24,Mobile,Organic,2026-05-01
usr_a_10197,A,0,0.00,116,7,36,Desktop,Organic,2026-05-01
usr_a_10198,A,0,0.00,97,5,35,Mobile,Paid,2026-05-01
usr_a_10199,A,1,32.45,108,3,23,Mobile,Organic,2026-05-01
usr_a_10200,A,0,0.00,108,4,24,Mobile,Paid,2026-05-01
usr_a_10201,A,0,0.00,117,4,36,Mobile,Paid,2026-05-01
usr_a_10202,A,0,0.00,101,3,31,Mobile,Organic,2026-05-01
usr_a_10203,A,0,0.00,112,5,30,Desktop,Paid,2026-05-01
usr_a_10204,A,1,39.50,108,7,27,Desktop,Paid,2026-05-01
usr_a_10205,A,0,0.00,109,8,24,Mobile,Paid,2026-05-01
usr_a_10206,A,0,0.00,94,5,18,Mobile,Paid,2026-05-01
usr_a_10207,A,0,0.00,105,4,17,Desktop,Paid,2026-05-01
usr_a_10208,A,0,0.00,119,8,32,Mobile,Paid,2026-05-01
usr_a_10209,A,0,0.00,105,6,30,Mobile,Organic,2026-05-01
usr_a_10210,A,0,0.00,90,8,17,Mobile,Email,2026-05-01
usr_a_10211,A,0,0.00,111,7,23,Mobile,Organic,2026-05-01
usr_a_10212,A,0,0.00,101,4,24,Mobile,Organic,2026-05-01
usr_a_10213,A,0,0.00,101,3,22,Desktop,Organic,2026-05-01
usr_a_10214,A,0,0.00,104,5,34,Mobile,Paid,2026-05-01
usr_a_10215,A,0,0.00,109,6,13,Desktop,Paid,2026-05-01
usr_a_10216,A,0,0.00,115,4,12,Desktop,Paid,2026-05-01
usr_a_10217,A,0,0.00,107,4,25,Mobile,Paid,2026-05-01
usr_a_10218,A,0,0.00,90,3,23,Mobile,Paid,2026-05-01
usr_a_10219,A,0,0.00,97,8,29,Mobile,Paid,2026-05-01
usr_a_10220,A,0,0.00,116,7,33,Mobile,Organic,2026-05-01
usr_a_10221,A,0,0.00,114,7,17,Mobile,Organic,2026-05-01
usr_a_10222,A,0,0.00,96,4,25,Mobile,Paid,2026-05-01
usr_a_10223,A,0,0.00,99,4,24,Mobile,Organic,2026-05-01
usr_a_10224,A,0,0.00,95,6,28,Mobile,Paid,2026-05-01
usr_a_10225,A,0,0.00,96,4,19,Desktop,Paid,2026-05-01
usr_a_10226,A,0,0.00,92,4,25,Desktop,Organic,2026-05-01
usr_a_10227,A,0,0.00,103,8,36,Desktop,Organic,2026-05-01
usr_a_10228,A,0,0.00,119,3,35,Mobile,Organic,2026-05-01
usr_a_10229,A,0,0.00,109,8,26,Mobile,Organic,2026-05-01
usr_a_10230,A,0,0.00,118,8,16,Mobile,Paid,2026-05-01
usr_a_10231,A,0,0.00,119,4,29,Mobile,Organic,2026-05-01
usr_a_10232,A,1,59.62,104,8,33,Desktop,Email,2026-05-01
usr_a_10233,A,0,0.00,97,8,25,Desktop,Paid,2026-05-01
usr_a_10234,A,0,0.00,103,7,33,Mobile,Organic,2026-05-01
usr_a_10235,A,1,36.19,112,4,35,Desktop,Paid,2026-05-01
usr_a_10236,A,0,0.00,90,8,33,Mobile,Organic,2026-05-01
usr_a_10237,A,0,0.00,114,6,33,Mobile,Paid,2026-05-01
usr_a_10238,A,0,0.00,119,8,31,Mobile,Paid,2026-05-01
usr_a_10239,A,0,0.00,107,3,26,Desktop,Email,2026-05-01
usr_a_10240,A,0,0.00,111,3,24,Mobile,Paid,2026-05-01
usr_a_10241,A,0,0.00,106,5,34,Mobile,Organic,2026-05-01
usr_a_10242,A,1,31.16,90,6,28,Mobile,Paid,2026-05-01
usr_a_10243,A,0,0.00,90,8,14,Mobile,Organic,2026-05-01
usr_a_10244,A,0,0.00,118,8,36,Mobile,Organic,2026-05-01
usr_a_10245,A,0,0.00,107,5,27,Mobile,Organic,2026-05-01
usr_a_10246,A,0,0.00,99,8,15,Desktop,Email,2026-05-01
usr_a_10247,A,0,0.00,99,3,30,Mobile,Organic,2026-05-01
usr_a_10248,A,0,0.00,116,5,21,Mobile,Organic,2026-05-01
usr_a_10249,A,0,0.00,105,4,22,Mobile,Paid,2026-05-01
usr_a_10250,A,0,0.00,117,3,22,Mobile,Paid,2026-05-01
usr_a_10251,A,0,0.00,94,8,34,Mobile,Email,2026-05-01
usr_a_10252,A,0,0.00,112,8,28,Mobile,Organic,2026-05-01
usr_a_10253,A,0,0.00,102,7,28,Mobile,Paid,2026-05-01
usr_a_10254,A,0,0.00,94,8,31,Desktop,Organic,2026-05-01
usr_a_10255,A,0,0.00,111,5,32,Mobile,Email,2026-05-01
usr_a_10256,A,0,0.00,115,8,18,Desktop,Email,2026-05-01
usr_a_10257,A,0,0.00,109,3,24,Mobile,Paid,2026-05-01
usr_a_10258,A,0,0.00,110,6,21,Mobile,Organic,2026-05-01
usr_a_10259,A,1,53.22,106,3,21,Mobile,Organic,2026-05-01
usr_a_10260,A,1,37.74,92,5,24,Mobile,Email,2026-05-01
usr_a_10261,A,0,0.00,116,6,17,Mobile,Email,2026-05-01
usr_a_10262,A,1,38.52,104,5,31,Mobile,Organic,2026-05-01
usr_a_10263,A,0,0.00,97,4,32,Mobile,Organic,2026-05-01
usr_a_10264,A,0,0.00,91,7,34,Mobile,Organic,2026-05-01
usr_a_10265,A,0,0.00,113,5,34,Mobile,Paid,2026-05-01
usr_a_10266,A,0,0.00,102,8,16,Mobile,Email,2026-05-01
usr_a_10267,A,0,0.00,114,7,31,Mobile,Paid,2026-05-01
usr_a_10268,A,0,0.00,115,6,21,Desktop,Paid,2026-05-01
usr_a_10269,A,0,0.00,92,6,15,Mobile,Organic,2026-05-01
usr_a_10270,A,0,0.00,92,5,17,Mobile,Paid,2026-05-01
usr_a_10271,A,0,0.00,107,7,26,Mobile,Organic,2026-05-01
usr_a_10272,A,0,0.00,104,7,30,Mobile,Paid,2026-05-01
usr_a_10273,A,0,0.00,93,8,18,Mobile,Organic,2026-05-01
usr_a_10274,A,0,0.00,98,8,26,Desktop,Organic,2026-05-01
usr_a_10275,A,0,0.00,116,5,28,Desktop,Organic,2026-05-01
usr_a_10276,A,0,0.00,119,8,35,Mobile,Email,2026-05-01
usr_a_10277,A,1,46.66,104,3,29,Mobile,Email,2026-05-01
usr_a_10278,A,0,0.00,102,3,33,Mobile,Paid,2026-05-01
usr_a_10279,A,0,0.00,119,8,36,Desktop,Email,2026-05-01
usr_a_10280,A,0,0.00,98,5,18,Mobile,Organic,2026-05-01
usr_a_10281,A,0,0.00,116,8,12,Mobile,Organic,2026-05-01
usr_a_10282,A,0,0.00,94,3,29,Mobile,Email,2026-05-01
usr_a_10283,A,0,0.00,90,4,14,Mobile,Email,2026-05-01
usr_a_10284,A,0,0.00,117,8,27,Mobile,Organic,2026-05-01
usr_a_10285,A,0,0.00,112,3,32,Mobile,Organic,2026-05-01
usr_a_10286,A,0,0.00,95,8,12,Mobile,Organic,2026-05-01
usr_a_10287,A,0,0.00,111,7,25,Mobile,Organic,2026-05-01
usr_a_10288,A,0,0.00,117,4,36,Desktop,Organic,2026-05-01
usr_a_10289,A,0,0.00,115,6,33,Mobile,Paid,2026-05-01
usr_a_10290,A,0,0.00,105,7,17,Mobile,Email,2026-05-01
usr_a_10291,A,1,53.75,106,6,36,Desktop,Paid,2026-05-01
usr_a_10292,A,0,0.00,105,3,14,Mobile,Paid,2026-05-01
usr_a_10293,A,0,0.00,91,7,14,Mobile,Email,2026-05-01
usr_a_10294,A,0,0.00,115,7,13,Mobile,Organic,2026-05-01
usr_a_10295,A,0,0.00,103,5,29,Mobile,Paid,2026-05-01
usr_a_10296,A,0,0.00,99,5,29,Mobile,Organic,2026-05-01
usr_a_10297,A,0,0.00,118,4,22,Mobile,Organic,2026-05-01
usr_a_10298,A,0,0.00,94,8,21,Mobile,Organic,2026-05-01
usr_a_10299,A,0,0.00,92,3,36,Mobile,Email,2026-05-01
usr_a_10300,A,0,0.00,99,6,27,Mobile,Paid,2026-05-01
usr_a_10301,A,0,0.00,92,5,14,Desktop,Organic,2026-05-01
usr_a_10302,A,0,0.00,112,7,27,Mobile,Email,2026-05-01
usr_a_10303,A,0,0.00,119,8,27,Desktop,Paid,2026-05-01
usr_a_10304,A,0,0.00,101,8,17,Mobile,Organic,2026-05-01
usr_a_10305,A,0,0.00,107,6,33,Desktop,Email,2026-05-01
usr_a_10306,A,0,0.00,105,7,19,Mobile,Paid,2026-05-01
usr_a_10307,A,1,57.91,116,8,33,Mobile,Paid,2026-05-01
usr_a_10308,A,0,0.00,103,4,21,Desktop,Paid,2026-05-01
usr_a_10309,A,0,0.00,99,6,34,Desktop,Organic,2026-05-01
usr_a_10310,A,0,0.00,119,4,13,Desktop,Email,2026-05-01
usr_a_10311,A,1,39.07,90,4,30,Desktop,Paid,2026-05-01
usr_a_10312,A,0,0.00,118,4,36,Mobile,Organic,2026-05-01
usr_a_10313,A,0,0.00,110,7,15,Desktop,Paid,2026-05-01
usr_a_10314,A,0,0.00,118,6,22,Desktop,Paid,2026-05-01
usr_a_10315,A,0,0.00,118,3,30,Mobile,Paid,2026-05-01
usr_a_10316,A,0,0.00,117,3,33,Mobile,Paid,2026-05-01
usr_a_10317,A,0,0.00,108,4,20,Desktop,Organic,2026-05-01
usr_a_10318,A,0,0.00,110,7,22,Desktop,Organic,2026-05-01
usr_a_10319,A,0,0.00,105,6,27,Mobile,Email,2026-05-01
usr_a_10320,A,0,0.00,92,4,12,Desktop,Paid,2026-05-01
usr_a_10321,A,0,0.00,101,3,18,Desktop,Organic,2026-05-01
usr_a_10322,A,0,0.00,108,4,23,Desktop,Organic,2026-05-01
usr_a_10323,A,0,0.00,112,6,29,Mobile,Organic,2026-05-01
usr_a_10324,A,0,0.00,117,7,34,Mobile,Paid,2026-05-01
usr_a_10325,A,0,0.00,108,5,19,Mobile,Organic,2026-05-01
usr_a_10326,A,0,0.00,105,7,34,Mobile,Organic,2026-05-01
usr_a_10327,A,0,0.00,104,8,23,Mobile,Paid,2026-05-01
usr_a_10328,A,0,0.00,102,3,36,Mobile,Organic,2026-05-01
usr_a_10329,A,0,0.00,94,7,17,Desktop,Organic,2026-05-01
usr_a_10330,A,0,0.00,115,5,13,Desktop,Paid,2026-05-01
usr_a_10331,A,0,0.00,94,5,17,Mobile,Organic,2026-05-01
usr_a_10332,A,0,0.00,94,3,30,Mobile,Paid,2026-05-01
usr_a_10333,A,0,0.00,98,3,31,Desktop,Organic,2026-05-01
usr_a_10334,A,0,0.00,107,6,21,Desktop,Paid,2026-05-01
usr_a_10335,A,0,0.00,115,5,34,Desktop,Paid,2026-05-01
usr_a_10336,A,0,0.00,91,3,24,Mobile,Paid,2026-05-01
usr_a_10337,A,0,0.00,107,4,32,Mobile,Paid,2026-05-01
usr_a_10338,A,0,0.00,92,6,31,Desktop,Organic,2026-05-01
usr_a_10339,A,0,0.00,117,6,35,Mobile,Organic,2026-05-01
usr_a_10340,A,1,51.47,111,8,36,Mobile,Organic,2026-05-01
usr_a_10341,A,0,0.00,116,5,16,Mobile,Organic,2026-05-01
usr_a_10342,A,0,0.00,114,8,32,Mobile,Email,2026-05-01
usr_a_10343,A,0,0.00,96,3,22,Mobile,Organic,2026-05-01
usr_a_10344,A,0,0.00,91,4,16,Mobile,Email,2026-05-01
usr_a_10345,A,0,0.00,98,3,26,Mobile,Organic,2026-05-01
usr_a_10346,A,0,0.00,118,4,13,Mobile,Paid,2026-05-01
usr_a_10347,A,0,0.00,117,5,16,Mobile,Organic,2026-05-01
usr_a_10348,A,1,41.26,97,8,15,Desktop,Email,2026-05-01
usr_a_10349,A,0,0.00,114,6,34,Mobile,Organic,2026-05-01
usr_a_10350,A,0,0.00,116,6,34,Mobile,Organic,2026-05-01
usr_a_10351,A,0,0.00,117,8,13,Mobile,Organic,2026-05-01
usr_a_10352,A,0,0.00,98,8,29,Mobile,Organic,2026-05-01
usr_a_10353,A,0,0.00,94,4,32,Mobile,Paid,2026-05-01
usr_a_10354,A,1,57.81,112,5,34,Desktop,Organic,2026-05-01
usr_a_10355,A,0,0.00,91,6,32,Mobile,Paid,2026-05-01
usr_a_10356,A,0,0.00,105,4,35,Mobile,Organic,2026-05-01
usr_a_10357,A,0,0.00,94,3,21,Desktop,Email,2026-05-01
usr_a_10358,A,1,47.94,114,8,17,Desktop,Email,2026-05-01
usr_a_10359,A,0,0.00,100,3,17,Mobile,Paid,2026-05-01
usr_a_10360,A,0,0.00,101,4,18,Mobile,Paid,2026-05-01
usr_a_10361,A,0,0.00,99,5,24,Desktop,Email,2026-05-01
usr_a_10362,A,0,0.00,118,8,18,Mobile,Organic,2026-05-01
usr_a_10363,A,0,0.00,101,5,24,Mobile,Organic,2026-05-01
usr_a_10364,A,0,0.00,119,4,17,Mobile,Paid,2026-05-01
usr_a_10365,A,0,0.00,98,8,16,Mobile,Email,2026-05-01
usr_a_10366,A,0,0.00,90,8,32,Mobile,Paid,2026-05-01
